image_id,filename,width,height,category_id,category,bbox_x_min,bbox_y_min,bbox_width,bbox_height
194,batch_10/000093.jpg,4000,1824,58,Unlabeled litter,2236.0,1662.0,111.0,94.0
194,batch_10/000093.jpg,4000,1824,6,Glass bottle,2588.0,1543.0,143.0,279.0
194,batch_10/000093.jpg,4000,1824,58,Unlabeled litter,2868.0,395.0,73.0,72.0
194,batch_10/000093.jpg,4000,1824,58,Unlabeled litter,1626.0,1079.0,78.0,102.0
194,batch_10/000093.jpg,4000,1824,58,Unlabeled litter,2687.0,1411.0,110.0,51.0
194,batch_10/000093.jpg,4000,1824,58,Unlabeled litter,61.0,1221.0,180.0,59.0
194,batch_10/000093.jpg,4000,1824,59,Cigarette,3045.0,1329.0,38.0,35.0
194,batch_10/000093.jpg,4000,1824,58,Unlabeled litter,3280.0,1147.0,95.0,83.0
194,batch_10/000093.jpg,4000,1824,36,Plastic film,2128.0,1295.0,168.0,98.0
194,batch_10/000093.jpg,4000,1824,58,Unlabeled litter,2733.0,1456.0,76.0,71.0
195,batch_10/000094.jpg,1824,4000,21,Disposable plastic cup,441.0,2099.0,119.0,106.0
195,batch_10/000094.jpg,1824,4000,8,Metal bottle cap,672.0,2428.0,34.0,28.0
195,batch_10/000094.jpg,1824,4000,2,Aluminium blister pack,1500.0,3783.0,251.0,216.0
195,batch_10/000094.jpg,1824,4000,58,Unlabeled litter,795.0,2222.0,75.99999999999989,145.0
195,batch_10/000094.jpg,1824,4000,58,Unlabeled litter,1436.0,3667.0,98.0,157.0
195,batch_10/000094.jpg,1824,4000,58,Unlabeled litter,963.0,3256.0,146.0,63.0
196,batch_10/000095.jpg,1824,4000,59,Cigarette,1277.0,671.0,60.0,52.0
196,batch_10/000095.jpg,1824,4000,0,Aluminium foil,817.0,2491.0,178.0,58.0
197,batch_10/000096.jpg,3000,4000,21,Disposable plastic cup,1084.0,1600.0,233.0,190.00000000000023
197,batch_10/000096.jpg,3000,4000,59,Cigarette,1355.0,1663.0,65.0,26.999999999999773
197,batch_10/000096.jpg,3000,4000,9,Broken glass,1925.0,3925.0,65.00000000000023,65.0
197,batch_10/000096.jpg,3000,4000,59,Cigarette,2231.0,2438.0,58.0,35.0
197,batch_10/000096.jpg,3000,4000,58,Unlabeled litter,377.0,1258.0,174.0,109.0
197,batch_10/000096.jpg,3000,4000,58,Unlabeled litter,859.0,1604.0,83.0,66.0
198,batch_10/000097.jpg,1824,4000,5,Clear plastic bottle,800.0,2520.0,396.0,151.0
198,batch_10/000097.jpg,1824,4000,7,Plastic bottle cap,1176.0,2532.0,20.0,61.0
199,batch_10/000098.jpg,1824,4000,57,Styrofoam piece,564.0952,1500.238,1013.0,1335.9999999999998
199,batch_10/000098.jpg,1824,4000,17,Corrugated carton,527.0,1478.619,959.0,1332.0001
199,batch_10/000098.jpg,1824,4000,17,Corrugated carton,1398.1428,2330.9048,100.0,119.0
200,batch_10/000099.jpg,1824,4000,39,Other plastic wrapper,784.0,2015.0000000000002,482.0,384.9999999999998
201,batch_11/000000.jpg,4000,1824,57,Styrofoam piece,1323.0,725.0,1751.0,882.0
201,batch_11/000000.jpg,4000,1824,17,Corrugated carton,1329.0,633.0,1737.0,300.0
201,batch_11/000000.jpg,4000,1824,17,Corrugated carton,2806.0,1386.0,136.0,124.0
202,batch_11/000001.jpg,1824,4000,57,Styrofoam piece,784.0,1785.0000000000002,419.0,395.9999999999998
202,batch_11/000001.jpg,1824,4000,57,Styrofoam piece,0.0,0.0,1820.0,1242.0
202,batch_11/000001.jpg,1824,4000,17,Corrugated carton,1382.0,1035.0,189.0,204.0
203,batch_11/000002.jpg,1824,4000,57,Styrofoam piece,572.0,1625.0,882.0,1145.0
204,batch_11/000003.jpg,1824,4000,17,Corrugated carton,131.0,1160.0,720.0,799.0
204,batch_11/000003.jpg,1824,4000,17,Corrugated carton,194.0,1674.0,1532.0,1541.0
204,batch_11/000003.jpg,1824,4000,17,Corrugated carton,687.0,226.0,1135.0,1619.0
204,batch_11/000003.jpg,1824,4000,57,Styrofoam piece,1681.0,1803.0,105.0,117.0
204,batch_11/000003.jpg,1824,4000,57,Styrofoam piece,1689.0,1838.0,133.0,184.0
205,batch_11/000004.jpg,1824,4000,57,Styrofoam piece,1.0,213.0,1142.0,3582.0
205,batch_11/000004.jpg,1824,4000,17,Corrugated carton,1126.0,1363.0,696.0,1177.0
206,batch_11/000005.jpg,1824,4000,17,Corrugated carton,2.0,1207.0,1641.0,1653.0
206,batch_11/000005.jpg,1824,4000,57,Styrofoam piece,2.0,1896.0,1177.0,837.0
207,batch_11/000006.jpg,1824,4000,17,Corrugated carton,119.0,1692.0,664.0,699.0
207,batch_11/000006.jpg,1824,4000,17,Corrugated carton,643.0,1801.0,639.0,885.0
207,batch_11/000006.jpg,1824,4000,17,Corrugated carton,1148.0,2082.0,605.0,663.0
207,batch_11/000006.jpg,1824,4000,17,Corrugated carton,1195.0,1337.0,260.0,228.0
208,batch_11/000007.jpg,1824,4000,57,Styrofoam piece,1180.0,2191.0,504.9999999999998,806.0
209,batch_11/000008.jpg,1824,4000,57,Styrofoam piece,0.0,-1.0,1352.0,2364.0
209,batch_11/000008.jpg,1824,4000,17,Corrugated carton,2.0,3336.9999999999995,1419.0,662.0000000000005
209,batch_11/000008.jpg,1824,4000,17,Corrugated carton,0.0,0.0,1811.5068493150686,3793.75
210,batch_11/000009.jpg,1824,4000,38,Garbage bag,779.0,651.0,792.0,695.0
210,batch_11/000009.jpg,1824,4000,17,Corrugated carton,745.0,2445.0,876.0,813.0
211,batch_11/000010.jpg,1824,4000,17,Corrugated carton,256.0,921.0,625.0,836.0
211,batch_11/000010.jpg,1824,4000,17,Corrugated carton,411.0,1155.0,307.0,71.0
211,batch_11/000010.jpg,1824,4000,17,Corrugated carton,876.0,1039.0,929.0,584.0
211,batch_11/000010.jpg,1824,4000,17,Corrugated carton,1015.0,1043.0,721.0,221.0
211,batch_11/000010.jpg,1824,4000,17,Corrugated carton,199.0,1477.0,846.0,727.0
212,batch_11/000011.jpg,1824,4000,19,Pizza box,318.0,1308.0476,1175.0,1127.9999999999998
212,batch_11/000011.jpg,1824,4000,17,Corrugated carton,193.95238,3250.6191,1624.14282,748.4285
212,batch_11/000011.jpg,1824,4000,17,Corrugated carton,695.0,3687.762,1082.0952,311.2855999999997
213,batch_11/000012.jpg,1824,4000,17,Corrugated carton,0.0,1339.0,1754.0,1895.0
213,batch_11/000012.jpg,1824,4000,17,Corrugated carton,1229.0,3178.0,594.0,821.0
214,batch_11/000013.jpg,1824,4000,17,Corrugated carton,1.0,3149.0,302.0,850.0
214,batch_11/000013.jpg,1824,4000,17,Corrugated carton,345.0,1.0,1474.0,3245.0
215,batch_11/000014.jpg,1824,4000,17,Corrugated carton,265.3333,1755.619,1374.0001,1121.8097
215,batch_11/000014.jpg,1824,4000,57,Styrofoam piece,257.3333,2350.238,597.0,568.0
216,batch_11/000015.jpg,1824,4000,57,Styrofoam piece,843.0,1867.0,382.0,578.0
216,batch_11/000015.jpg,1824,4000,57,Styrofoam piece,491.0,1293.0,1132.0,1170.0
216,batch_11/000015.jpg,1824,4000,59,Cigarette,1157.0,1465.0,21.0,46.0
216,batch_11/000015.jpg,1824,4000,59,Cigarette,1653.0,2087.0,95.0,21.0
216,batch_11/000015.jpg,1824,4000,59,Cigarette,352.0,1242.0,51.0,27.0
217,batch_11/000016.jpg,4000,1824,17,Corrugated carton,578.0,221.0,1131.0,787.0
217,batch_11/000016.jpg,4000,1824,57,Styrofoam piece,2257.0,386.0,813.0,1437.0
218,batch_11/000017.jpg,1824,4000,57,Styrofoam piece,502.0,489.0,989.0,2326.0
219,batch_11/000018.jpg,4000,1824,36,Plastic film,680.0,979.0,556.0,785.0
219,batch_11/000018.jpg,4000,1824,52,Scrap metal,1246.0,604.0,277.0,284.0
219,batch_11/000018.jpg,4000,1824,52,Scrap metal,1676.0,787.0,339.0,272.0
219,batch_11/000018.jpg,4000,1824,52,Scrap metal,1969.0,618.0,163.0,283.0
219,batch_11/000018.jpg,4000,1824,52,Scrap metal,1759.0,538.0,317.0,112.0
219,batch_11/000018.jpg,4000,1824,52,Scrap metal,2079.0,536.0,337.0,113.0
219,batch_11/000018.jpg,4000,1824,52,Scrap metal,1730.0,312.0,175.0,264.0
220,batch_11/000019.jpg,6000,4000,4,Other plastic bottle,2689.0,1780.58,462.0,280.0487000000003
220,batch_11/000019.jpg,6000,4000,7,Plastic bottle cap,2687.0,1925.1539,65.0,100.08960000000002
220,batch_11/000019.jpg,6000,4000,57,Styrofoam piece,1467.0,1934.1725,406.0,88.55210000000011
220,batch_11/000019.jpg,6000,4000,57,Styrofoam piece,2079.0,1934.1725,278.0,174.0854999999999
221,batch_11/000020.jpg,6000,4000,51,Rope & strings,2356.0,1587.9011,1247.0,1232.9069
222,batch_11/000021.jpg,6000,4000,4,Other plastic bottle,1859.0,1248.8448,2577.0,1217.6991999999998
223,batch_11/000022.jpg,6000,4000,43,Spread tub,1914.0,9.014085,3086.0,3148.920215
224,batch_11/000023.jpg,6000,4000,7,Plastic bottle cap,2258.5713,1709.619,512.0,337.0
225,batch_11/000024.jpg,6000,4000,7,Plastic bottle cap,3103.0,1832.7228,347.0,248.7766999999999
226,batch_11/000025.jpg,6000,4000,53,Shoe,1813.0,942.41064,2833.0,1638.66916
227,batch_11/000026.jpg,6000,4000,5,Clear plastic bottle,2459.0,1427.9662,997.0,1056.5882
227,batch_11/000026.jpg,6000,4000,7,Plastic bottle cap,3171.0,2211.854,286.0,273.7068000000004
227,batch_11/000026.jpg,6000,4000,55,Plastic straw,2656.0,1340.2162,969.0,478.4939999999999
228,batch_11/000027.jpg,2322,4128,48,Plastic glooves,1071.3332999999998,1921.1818,301.2406,277.81819999999993
229,batch_11/000028.jpg,2322,4128,57,Styrofoam piece,687.0,2055.0,972.0,572.0
229,batch_11/000028.jpg,2322,4128,29,Other plastic,1209.0,2285.0,286.0,295.0
229,batch_11/000028.jpg,2322,4128,57,Styrofoam piece,820.0,2515.0,824.0,623.0
229,batch_11/000028.jpg,2322,4128,40,Single-use carrier bag,205.0,3081.0,787.0,878.0
229,batch_11/000028.jpg,2322,4128,40,Single-use carrier bag,489.0,2918.0,475.0,322.0
229,batch_11/000028.jpg,2322,4128,40,Single-use carrier bag,270.0,2923.0,1192.0,1177.0
229,batch_11/000028.jpg,2322,4128,40,Single-use carrier bag,1615.0,2162.0,529.0,414.0
229,batch_11/000028.jpg,2322,4128,40,Single-use carrier bag,1945.0,2164.0,132.0,270.0
229,batch_11/000028.jpg,2322,4128,40,Single-use carrier bag,1998.0,2427.0,320.0,401.0
229,batch_11/000028.jpg,2322,4128,40,Single-use carrier bag,1254.0,2996.0,314.0,385.0
229,batch_11/000028.jpg,2322,4128,4,Other plastic bottle,1642.0,2530.0,538.0,641.0
230,batch_11/000029.jpg,2322,4128,29,Other plastic,873.0,2072.0,554.0,318.0
230,batch_11/000029.jpg,2322,4128,29,Other plastic,1047.0,2269.0,363.0,350.0
231,batch_11/000030.jpg,2322,4128,36,Plastic film,1080.0,2426.0,588.0,240.0
232,batch_11/000031.jpg,2322,4128,14,Other carton,843.0,2084.0,690.0,543.0
233,batch_11/000032.jpg,2322,4128,36,Plastic film,1058.0,1104.0,477.0,705.0
234,batch_11/000033.jpg,2322,4128,31,Tissues,699.0,1964.0,598.0,499.0
235,batch_11/000034.jpg,2448,3264,4,Other plastic bottle,58.0,371.0,2304.0,2511.0
236,batch_11/000035.jpg,3264,2448,57,Styrofoam piece,847.0,636.0,1674.0,1386.0
237,batch_11/000036.jpg,2448,3264,4,Other plastic bottle,61.0,503.0,2214.0,2390.0
238,batch_11/000037.jpg,4618,3463,30,Magazine paper,2311.0,1872.0,539.0,272.0
239,batch_11/000038.jpg,3463,4618,20,Paper cup,1616.2626,2326.0,439.7037,259.0
240,batch_11/000039.jpg,3463,4618,18,Meal carton,3050.81195,322.0,410.16854429999995,203.0
240,batch_11/000039.jpg,3463,4618,18,Meal carton,1862.6219999999998,2358.0,638.9418,531.0
240,batch_11/000039.jpg,3463,4618,58,Unlabeled litter,1135.0,494.0,287.0,167.0
241,batch_11/000040.jpg,3463,4618,18,Meal carton,2435.0493,3366.0,833.4463000000001,386.0
241,batch_11/000040.jpg,3463,4618,39,Other plastic wrapper,636.5886,1805.0,569.3056999999999,405.0
241,batch_11/000040.jpg,3463,4618,18,Meal carton,23.67360000000008,1478.0,457.77369999999974,137.0
241,batch_11/000040.jpg,3463,4618,33,Normal paper,2185.5227,2563.0,366.7111,456.0
242,batch_11/000041.jpg,3463,4618,12,Drink can,1374.9506999999999,2107.0,330.6412,409.0
243,batch_11/000042.jpg,3463,4618,20,Paper cup,1695.7523,2584.8,398.1426999999999,491.0
244,batch_11/000043.jpg,3120,4160,39,Other plastic wrapper,1490.0,2290.0,357.0,361.0
245,batch_11/000044.jpg,3120,4160,38,Garbage bag,738.0,1566.0,1379.0,615.0
245,batch_11/000044.jpg,3120,4160,36,Plastic film,906.0,2117.0,328.0,264.0
245,batch_11/000044.jpg,3120,4160,36,Plastic film,1321.0,1854.0,397.0,259.0
246,batch_11/000045.jpg,3120,4160,39,Other plastic wrapper,1302.0,1804.0,363.0,412.0
247,batch_11/000046.jpg,3456,4608,20,Paper cup,283.0,3130.0,495.0,490.0
247,batch_11/000046.jpg,3456,4608,39,Other plastic wrapper,1736.0,1128.0,237.0,346.0
248,batch_11/000047.jpg,3024,4032,39,Other plastic wrapper,1132.95,1990.8,510.29999999999995,743.3999999999999
249,batch_11/000048.jpg,3024,4032,12,Drink can,715.0,1961.0,1096.0,665.0
249,batch_11/000048.jpg,3024,4032,50,Pop tab,1700.0,2131.0,109.0,157.0
250,batch_11/000049.jpg,3024,4032,58,Unlabeled litter,1214.0,1935.0,556.0,563.0
251,batch_11/000050.jpg,3024,4032,36,Plastic film,267.0,391.0,862.0,1141.0
252,batch_11/000051.jpg,4032,3024,39,Other plastic wrapper,1246.0,936.0,640.0,709.0
253,batch_11/000052.jpg,3024,4032,27,Plastic lid,915.0,1859.0,328.0,703.0
253,batch_11/000052.jpg,3024,4032,20,Paper cup,1204.0,1795.0,867.0,763.0
254,batch_11/000053.jpg,4032,3024,14,Other carton,891.0,698.0,1445.0,1315.0
254,batch_11/000053.jpg,4032,3024,36,Plastic film,891.0,1040.0,828.0,974.0
255,batch_11/000054.jpg,3024,4032,17,Corrugated carton,1638.0,267.0,684.0,355.0
255,batch_11/000054.jpg,3024,4032,51,Rope & strings,536.0,1870.0,1493.0,1479.0
256,batch_11/000055.jpg,3024,4032,57,Styrofoam piece,926.0,2200.0,986.0,627.0
257,batch_11/000056.jpg,3024,4032,58,Unlabeled litter,918.0,1889.0,1204.0,847.0
258,batch_11/000057.jpg,3024,4032,7,Plastic bottle cap,1180.5454,2049.0625,767.5454,786.7273
259,batch_11/000058.jpg,3024,4032,58,Unlabeled litter,1026.1904,2132.0476,934.4763,841.0
260,batch_11/000059.jpg,3024,4032,0,Aluminium foil,956.0,2559.0,714.0,820.0
260,batch_11/000059.jpg,3024,4032,58,Unlabeled litter,811.0,1482.0,341.0,302.0
260,batch_11/000059.jpg,3024,4032,36,Plastic film,2096.0,1643.0,147.0,246.0
261,batch_11/000060.jpg,3024,4032,41,Polypropylene bag,972.0,2321.0,1217.0,1277.0
261,batch_11/000060.jpg,3024,4032,29,Other plastic,1752.0,1037.0,111.0,69.0
262,batch_11/000061.jpg,3024,4032,36,Plastic film,907.0,1632.0,1126.0,1149.0
262,batch_11/000061.jpg,3024,4032,58,Unlabeled litter,2621.0,635.0,398.0,358.0
263,batch_11/000062.jpg,3024,4032,57,Styrofoam piece,969.0,1910.0,696.0,649.0
264,batch_11/000063.jpg,3024,4032,40,Single-use carrier bag,1344.0,2835.0,767.0,515.0
264,batch_11/000063.jpg,3024,4032,36,Plastic film,913.0,2992.0,184.0,184.0
264,batch_11/000063.jpg,3024,4032,36,Plastic film,1549.0,1352.0,118.0,192.0
264,batch_11/000063.jpg,3024,4032,36,Plastic film,933.0,1099.0,123.0,89.0
264,batch_11/000063.jpg,3024,4032,58,Unlabeled litter,1272.0,169.0,148.0,60.0
265,batch_11/000064.jpg,3024,4032,36,Plastic film,797.0,729.0,1247.0,2215.0
266,batch_11/000065.jpg,3024,4032,40,Single-use carrier bag,1307.0,2183.0,288.0,439.0
267,batch_11/000066.jpg,3024,4032,36,Plastic film,1008.0,1806.0,985.0,584.0
268,batch_11/000067.jpg,3024,4032,16,Drink carton,1162.0,1990.0,504.0,807.0
268,batch_11/000067.jpg,3024,4032,55,Plastic straw,1392.0,1909.0,86.0,108.0
269,batch_11/000068.jpg,3024,4032,57,Styrofoam piece,571.9524,1215.9524,1687.2855999999997,1538.0000000000002
270,batch_11/000069.jpg,3024,4032,36,Plastic film,532.0,1120.0,934.0,455.0
270,batch_11/000069.jpg,3024,4032,57,Styrofoam piece,1419.0,2199.0,853.0,646.0
271,batch_11/000070.jpg,3024,4032,5,Clear plastic bottle,967.0,1882.0,1149.0,353.0
271,batch_11/000070.jpg,3024,4032,7,Plastic bottle cap,2068.0,1985.0,50.0,100.0
272,batch_11/000071.jpg,3024,4032,36,Plastic film,1627.0,1073.0,693.0,1018.0
272,batch_11/000071.jpg,3024,4032,36,Plastic film,1302.0,1558.0,62.0,80.0
272,batch_11/000071.jpg,3024,4032,57,Styrofoam piece,2667.0,272.0,299.0,196.0
272,batch_11/000071.jpg,3024,4032,36,Plastic film,1645.0,2811.0,437.0,561.0
272,batch_11/000071.jpg,3024,4032,36,Plastic film,315.0,1583.0,667.0,345.0
272,batch_11/000071.jpg,3024,4032,36,Plastic film,216.0,1789.0,120.0,89.0
272,batch_11/000071.jpg,3024,4032,36,Plastic film,596.0,1836.0,86.0,86.0
273,batch_11/000072.jpg,3024,4032,39,Other plastic wrapper,850.5,1446.0,1095.5,1351.1999999999998
274,batch_11/000073.jpg,3024,4032,36,Plastic film,1068.0,1140.0,1343.0,1223.0
274,batch_11/000073.jpg,3024,4032,58,Unlabeled litter,1274.0,52.0,103.0,50.0
275,batch_11/000074.jpg,4032,3024,57,Styrofoam piece,917.0,1344.0,498.0,456.0
275,batch_11/000074.jpg,4032,3024,36,Plastic film,1645.0,1127.0,1643.0,1243.0
275,batch_11/000074.jpg,4032,3024,36,Plastic film,3162.0,1038.0,336.0,332.0
275,batch_11/000074.jpg,4032,3024,57,Styrofoam piece,2034.0,1252.0,1009.0,374.0
275,batch_11/000074.jpg,4032,3024,36,Plastic film,2201.0,803.0,319.0,261.0
275,batch_11/000074.jpg,4032,3024,36,Plastic film,3007.0,51.0,122.0,158.0
275,batch_11/000074.jpg,4032,3024,36,Plastic film,3268.0,208.0,73.0,84.0
275,batch_11/000074.jpg,4032,3024,36,Plastic film,1565.0,1561.0,201.0,179.0
275,batch_11/000074.jpg,4032,3024,29,Other plastic,965.0,1737.0,255.0,142.0
276,batch_11/000075.jpg,3024,4032,57,Styrofoam piece,727.0,1418.0,808.0,494.0
276,batch_11/000075.jpg,3024,4032,5,Clear plastic bottle,1401.0,1686.0,582.0,503.0
276,batch_11/000075.jpg,3024,4032,7,Plastic bottle cap,1403.0,2087.0,89.0,102.0
276,batch_11/000075.jpg,3024,4032,36,Plastic film,2003.0,3400.0,341.0,538.0
276,batch_11/000075.jpg,3024,4032,57,Styrofoam piece,2356.0,2107.0,62.0,51.0
277,batch_11/000076.jpg,3024,4032,57,Styrofoam piece,472.0,1688.0,1872.0,1085.0
277,batch_11/000076.jpg,3024,4032,36,Plastic film,1927.0,1461.0,334.0,258.0
278,batch_11/000077.jpg,3024,4032,57,Styrofoam piece,1023.0,1173.0,764.0,1601.0
278,batch_11/000077.jpg,3024,4032,58,Unlabeled litter,-1.0,366.0,198.0,307.0
279,batch_11/000078.jpg,3024,4032,57,Styrofoam piece,742.0,1555.0,1358.0,1204.0
280,batch_11/000079.jpg,4032,3024,36,Plastic film,211.0,1857.0,683.0,355.0
280,batch_11/000079.jpg,4032,3024,29,Other plastic,1527.0,724.0,2410.0,1352.0
280,batch_11/000079.jpg,4032,3024,29,Other plastic,4.0,1551.0,2352.0,477.0
280,batch_11/000079.jpg,4032,3024,29,Other plastic,2820.0,2185.0,336.0,239.0
280,batch_11/000079.jpg,4032,3024,29,Other plastic,3867.0,1515.0,164.0,165.0
280,batch_11/000079.jpg,4032,3024,29,Other plastic,2560.0,575.0,487.0,286.0
280,batch_11/000079.jpg,4032,3024,29,Other plastic,2898.0,217.0,528.0,589.0
280,batch_11/000079.jpg,4032,3024,29,Other plastic,866.0,414.0,185.0,227.0
280,batch_11/000079.jpg,4032,3024,57,Styrofoam piece,362.0,2243.0,108.0,94.0
281,batch_11/000080.jpg,3024,4032,36,Plastic film,475.0,1604.0,518.0,417.0
281,batch_11/000080.jpg,3024,4032,38,Garbage bag,964.0,1719.0,1364.0,1229.0
282,batch_11/000081.jpg,3024,4032,57,Styrofoam piece,507.0,1954.0,1461.0,645.0
283,batch_11/000082.jpg,3024,4032,39,Other plastic wrapper,1503.0,1974.0,561.0,540.0
283,batch_11/000082.jpg,3024,4032,39,Other plastic wrapper,899.0,1189.0,1103.0,792.0
283,batch_11/000082.jpg,3024,4032,36,Plastic film,1402.0,0.0,1167.0,246.0
284,batch_11/000083.jpg,3024,4032,36,Plastic film,388.90475,854.0,2335.90485,2001.0
285,batch_11/000084.jpg,3024,4032,36,Plastic film,565.0,1955.0,1901.0,1033.0
286,batch_11/000085.jpg,3024,4032,7,Plastic bottle cap,973.0,2258.0,518.0,511.0
287,batch_11/000086.jpg,3024,4032,39,Other plastic wrapper,1033.0,2507.0,753.0,724.0
288,batch_11/000087.jpg,3024,4032,36,Plastic film,562.0,1752.0,1491.0,738.0
289,batch_11/000088.jpg,3120,4160,20,Paper cup,1231.5,1759.0,272.0,247.0
289,batch_11/000088.jpg,3120,4160,58,Unlabeled litter,2774.0,1212.0,59.0,90.0
289,batch_11/000088.jpg,3120,4160,58,Unlabeled litter,2866.0,1337.0,127.0,44.0
290,batch_11/000089.jpg,2448,3264,14,Other carton,757.0,1399.0,916.0,637.0
291,batch_11/000090.jpg,3264,2448,5,Clear plastic bottle,1249.5,923.1,1443.3000000000002,657.9
291,batch_11/000090.jpg,3264,2448,59,Cigarette,279.0,897.0,128.0,196.0
292,batch_11/000091.jpg,2448,3264,59,Cigarette,1211.0,1602.0,181.0,96.0
293,batch_11/000092.jpg,3264,2448,39,Other plastic wrapper,1528.0,954.0,349.0,386.0
293,batch_11/000092.jpg,3264,2448,39,Other plastic wrapper,436.0,1816.0,167.0,125.0
294,batch_11/000093.jpg,3264,2448,7,Plastic bottle cap,1959.0,1227.0,83.0,85.0
295,batch_11/000094.jpg,2988,5312,5,Clear plastic bottle,801.0,947.0,1234.0,2689.0
295,batch_11/000094.jpg,2988,5312,32,Wrapping paper,596.0,1646.0,1369.0,1004.0
296,batch_11/000095.jpg,2988,5312,5,Clear plastic bottle,1660.0,2342.0,368.0,971.0
296,batch_11/000095.jpg,2988,5312,7,Plastic bottle cap,1804.0,3246.0,168.0,66.0
296,batch_11/000095.jpg,2988,5312,29,Other plastic,2653.0,3505.0,69.0,157.0
296,batch_11/000095.jpg,2988,5312,36,Plastic film,2090.0,2760.0,314.0,97.0
296,batch_11/000095.jpg,2988,5312,58,Unlabeled litter,2691.0,2662.0,157.0,210.0
296,batch_11/000095.jpg,2988,5312,58,Unlabeled litter,2010.0,1749.0,148.0,248.0
296,batch_11/000095.jpg,2988,5312,58,Unlabeled litter,2649.0,2622.0,110.0,70.0
296,batch_11/000095.jpg,2988,5312,58,Unlabeled litter,2298.0,2454.0,93.0,55.0
297,batch_11/000096.jpg,2988,5312,16,Drink carton,1507.8572,2824.8096,357.0,381.0
297,batch_11/000096.jpg,2988,5312,55,Plastic straw,1445.0,2870.8572,109.0,26.0
297,batch_11/000096.jpg,2988,5312,59,Cigarette,926.1904,3320.8572,106.0,51.0
297,batch_11/000096.jpg,2988,5312,59,Cigarette,1557.0952,3477.762,78.0,68.0
298,batch_11/000097.jpg,2988,5312,16,Drink carton,1433.9524,2368.8096,277.0,221.0
298,batch_11/000097.jpg,2988,5312,58,Unlabeled litter,2175.9524,752.0,418.0,282.0
298,batch_11/000097.jpg,2988,5312,55,Plastic straw,1441.381,2529.4287,27.0,84.0
298,batch_11/000097.jpg,2988,5312,47,Other plastic container,2170.8572,3664.238,252.0,301.0
298,batch_11/000097.jpg,2988,5312,58,Unlabeled litter,1109.5714,4542.095,253.0,75.0
298,batch_11/000097.jpg,2988,5312,58,Unlabeled litter,2361.6666999999998,4681.048,82.0,37.0
298,batch_11/000097.jpg,2988,5312,59,Cigarette,2868.0,4114.0,76.0,49.0
298,batch_11/000097.jpg,2988,5312,59,Cigarette,2447.0,3061.0,60.0,68.0
298,batch_11/000097.jpg,2988,5312,59,Cigarette,1027.0,3621.0,74.0,36.0
298,batch_11/000097.jpg,2988,5312,59,Cigarette,2514.0,2689.0,68.0,45.0
298,batch_11/000097.jpg,2988,5312,59,Cigarette,2320.0,2503.0,38.0,65.0
298,batch_11/000097.jpg,2988,5312,59,Cigarette,60.0,3837.0,41.0,76.0
299,batch_11/000098.jpg,2988,5312,6,Glass bottle,1204.0,1899.0,977.0,565.0
299,batch_11/000098.jpg,2988,5312,59,Cigarette,822.0,1073.0,63.0,94.0
300,batch_11/000099.jpg,2988,5312,5,Clear plastic bottle,1483.0,2475.0,384.0,434.0
300,batch_11/000099.jpg,2988,5312,7,Plastic bottle cap,1484.0,2835.0,74.0,73.0
301,batch_12/000000.jpg,2988,5312,5,Clear plastic bottle,1321.1904,2930.5715,280.0,209.0
301,batch_12/000000.jpg,2988,5312,7,Plastic bottle cap,1550.9524,3035.2856,50.0,102.0
301,batch_12/000000.jpg,2988,5312,39,Other plastic wrapper,2608.6666999999998,197.0,80.0,186.0
301,batch_12/000000.jpg,2988,5312,59,Cigarette,2662.0,721.0,57.0,40.0
301,batch_12/000000.jpg,2988,5312,58,Unlabeled litter,2325.0,253.0,191.0,86.0
301,batch_12/000000.jpg,2988,5312,29,Other plastic,1769.0,1523.0,230.0,179.0
302,batch_12/000001.jpg,2988,5312,20,Paper cup,1137.0,2422.0,557.0,736.0
302,batch_12/000001.jpg,2988,5312,58,Unlabeled litter,2305.0,3295.0,682.0,797.0
303,batch_12/000002.jpg,2988,5312,7,Plastic bottle cap,1000.0,1740.0,718.0,734.0
304,batch_12/000003.jpg,2988,5312,59,Cigarette,791.0,3003.0,1092.0,570.0
305,batch_12/000004.jpg,4160,2340,14,Other carton,1218.75,572.0,2138.5,1417.0
305,batch_12/000004.jpg,4160,2340,36,Plastic film,1830.0,575.0,1523.0,1208.0
306,batch_12/000005.jpg,4160,2340,36,Plastic film,857.0,565.0,2291.0,1457.0
307,batch_12/000006.jpg,1836,3264,7,Plastic bottle cap,692.0,1196.0,425.0,470.0
308,batch_12/000007.jpg,2988,5312,42,Crisp packet,1345.0,1919.0,1477.0,1656.0
308,batch_12/000007.jpg,2988,5312,39,Other plastic wrapper,492.0,1587.0,1429.0,1488.0
309,batch_12/000008.jpg,2988,5312,12,Drink can,1007.0,1210.0,1383.0,2289.0
310,batch_12/000009.jpg,2988,5312,39,Other plastic wrapper,1691.0,400.0,1133.0,1628.0
310,batch_12/000009.jpg,2988,5312,31,Tissues,649.0,4549.0,628.0,419.0
310,batch_12/000009.jpg,2988,5312,55,Plastic straw,2083.0,548.0,70.0,177.0
311,batch_12/000010.jpg,2988,5312,36,Plastic film,68.0,810.0,2636.0,2311.0
311,batch_12/000010.jpg,2988,5312,36,Plastic film,2175.0,715.0,654.0,238.0
311,batch_12/000010.jpg,2988,5312,36,Plastic film,2715.0,2386.0,273.0,381.0
